id_siniestro,score_reglas,score_ml,score_anomalia,score_nlp,score_final,nivel_riesgo,reglas_activadas,explicacion,accion_sugerida
SIN-00290,58,0.0,23.82,90.0,43.28,Amarillo,R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00460,60,0.0,12.56,90.0,43.26,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00887,60,0.0,12.47,90.0,43.25,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Amarillo con score 43. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00304,60,0.0,12.07,90.0,43.21,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00809,60,0.0,12.04,90.0,43.2,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00353,60,0.0,11.72,90.0,43.17,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00039,60,0.0,11.55,90.0,43.16,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00873,60,0.0,11.19,90.0,43.12,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00716,60,0.0,11.18,90.0,43.12,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00278,56,0.0,32.69,90.0,43.07,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00125,56,0.0,32.58,90.0,43.06,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00762,60,0.0,10.23,90.0,43.02,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00595,58,0.0,21.19,90.0,43.02,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00879,57,0.0,26.59,90.0,43.01,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00438,60,0.0,10.03,90.0,43.0,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00817,60,0.0,9.28,90.0,42.93,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00187,60,0.0,8.85,90.0,42.88,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00979,60,0.0,8.68,90.0,42.87,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00570,56,0.0,27.2,90.0,42.52,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 43. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00363,60,0.0,4.78,90.0,42.48,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 42. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00603,56,0.61,25.14,90.0,42.47,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 42. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00235,58,0.0,15.01,90.0,42.4,Amarillo,R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 42. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00217,58,0.0,14.97,90.0,42.4,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 42. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00614,58,0.0,14.35,90.0,42.34,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 42. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00491,58,0.36,13.3,90.0,42.32,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 42. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00990,56,0.0,19.19,90.0,41.72,Amarillo,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 42. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00390,46,12.13,43.79,90.0,41.71,Amarillo,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Amarillo con score 42. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00802,50,8.8,26.31,90.0,41.33,Amarillo,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Amarillo con score 41. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revisar senales y validar respaldos antes de cierre
SIN-00202,55,0.61,15.45,90.0,40.95,Verde,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 41. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00661,55,0.0,9.16,90.0,40.17,Verde,R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 40. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00565,50,0.0,35.15,90.0,40.02,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 40. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00236,49,0.0,40.05,90.0,39.96,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 40. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00605,50,3.63,25.22,90.0,39.93,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 40. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00069,50,0.0,33.87,90.0,39.89,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 40. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00991,48,0.24,43.8,90.0,39.84,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 40. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00539,50,2.98,25.78,90.0,39.82,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 40. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00724,50,0.0,30.56,90.0,39.56,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 40. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00505,50,0.0,29.95,90.0,39.5,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 40. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00245,48,1.71,36.51,90.0,39.48,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 39. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00313,48,0.68,38.48,90.0,39.42,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 39. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00794,48,2.28,34.04,90.0,39.37,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 39. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00196,48,0.0,39.33,90.0,39.33,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 39. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00957,48,0.0,38.83,90.0,39.28,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 39. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00397,48,0.0,38.32,90.0,39.23,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 39. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00678,52,0.0,15.92,90.0,39.19,Verde,R003_DEMORA_ROBO: Demora en robo; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 39. Robo reportado con demora atipica. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00501,50,0.83,24.83,90.0,39.19,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 39. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00440,50,0.0,26.55,90.0,39.16,Verde,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Verde con score 39. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
SIN-00326,49,0.78,29.19,90.0,39.06,Verde,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 39. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Revision estandar con controles habituales
