id_siniestro,fecha_ocurrencia,fecha_reporte,ciudad,ramo,cobertura,proveedor,monto_reclamado,score_reglas,score_ml,score_anomalia,score_nlp,score_final,nivel_riesgo,accion_sugerida,reglas_activadas,explicacion,documentos,asegurado,vehiculo,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,similar_claim_id,max_similarity,descripcion,id_proveedor,id_asegurado,proveedor_porcentaje_casos_observados,proveedor_lista_restrictiva,poliza_suma_asegurada,monto_vs_suma_asegurada,etiqueta_fraude_simulada
SIN-00903,2025-07-29,2025-08-03,Ambato,Vehículos,Robo parcial,PRO-0062 - Taller,17377.7,44,0.0,17.28,90.0,34.93,Verde,Revision estandar con controles habituales,R003_DEMORA_ROBO: Demora en robo; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 35. Robo reportado con demora atipica. El vehiculo aparece en multiples reclamos. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0067,VEH-0066,119,246,5,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0062,ASE-0067,0.199,False,71720,0.24229921918572225,0
SIN-00232,2026-01-21,2026-01-21,Guayaquil,Vehículos,Robo parcial,PRO-0034 - Clínica,19748.2,40,0.0,39.08,90.0,34.91,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 35. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0110,VEH-0175,300,65,0,1,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0034,ASE-0110,0.034,False,63941,0.3088503464130996,0
SIN-00756,2026-07-12,2026-07-18,Ambato,Vehículos,Daño,PRO-0010 - Taller,18770.31,40,0.53,35.33,90.0,34.67,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 35. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0322,VEH-0016,150,215,6,2,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0010,ASE-0322,0.042,False,64165,0.2925319099197382,0
SIN-00533,2025-07-10,2025-07-10,Loja,Vehículos,Daño,PRO-0040 - Clínica,7972.88,40,0.0,34.94,90.0,34.49,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 34. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0218,VEH-0147,42,323,0,1,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0040,ASE-0218,0.112,False,26799,0.29750662338146944,0
SIN-00866,2025-10-08,2025-10-12,Quito,Vehículos,Robo total,PRO-0030 - Perito,12295.99,40,0.52,26.66,90.0,33.8,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 34. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0049,VEH-0237,31,334,4,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0030,ASE-0049,0.25,False,37675,0.32637000663570004,0
SIN-00559,2026-03-15,2026-03-15,Loja,Vehículos,Robo total,PRO-0045 - Taller,16172.94,40,1.27,24.01,90.0,33.72,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 34. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0316,VEH-0220,334,31,0,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0045,ASE-0316,0.205,False,54436,0.29710008082886324,0
SIN-00755,2026-12-24,2026-12-25,Ambato,Vehículos,Robo parcial,PRO-0044 - Taller,3576.59,40,0.26,26.38,90.0,33.7,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 34. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0151,VEH-0098,281,84,1,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0044,ASE-0151,0.061,False,50737,0.07049273705579755,0
SIN-00323,2026-01-05,2026-01-05,Ambato,Vehículos,Robo total,PRO-0041 - Taller,2202.74,40,0.0,26.38,90.0,33.64,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 34. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0289,VEH-0057,66,299,0,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0041,ASE-0289,0.224,False,50294,0.04379727204040243,0
SIN-00499,2026-12-23,2026-12-26,Manta,Vehículos,Robo parcial,PRO-0021 - Taller,2067.25,40,0.26,25.65,90.0,33.63,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 34. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0040,VEH-0182,293,72,3,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0021,ASE-0040,0.24,False,42348,0.048815764616983094,0
SIN-00246,2026-01-12,2026-01-13,Guayaquil,Vehículos,Robo parcial,PRO-0030 - Perito,11054.35,40,0.0,26.28,90.0,33.63,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 34. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0110,VEH-0175,291,74,1,1,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0030,ASE-0110,0.25,False,63941,0.17288359581489185,0
SIN-00893,2025-11-10,2025-11-12,Guayaquil,Vehículos,Daño,PRO-0069 - Taller,4386.66,40,0.0,23.97,90.0,33.4,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0326,VEH-0049,120,245,2,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0069,ASE-0326,0.285,False,19035,0.2304523246650906,0
SIN-00096,2025-04-06,2025-04-08,Quito,Vehículos,Robo parcial,PRO-0041 - Taller,2866.73,40,0.0,23.99,90.0,33.4,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0064,VEH-0236,54,311,2,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0041,ASE-0064,0.224,False,8410,0.340871581450654,0
SIN-00835,2026-06-09,2026-06-13,Guayaquil,Vehículos,Robo total,PRO-0003 - Taller,2025.79,40,0.26,22.67,90.0,33.33,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0249,VEH-0165,274,91,4,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0003,ASE-0249,0.215,False,24816,0.08163241457124436,0
SIN-00184,2026-06-15,2026-06-16,Guayaquil,Vehículos,Robo parcial,PRO-0052 - Perito,3034.99,40,0.0,22.97,90.0,33.3,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0180,VEH-0183,111,254,1,1,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0052,ASE-0180,0.178,False,9102,0.33344210063722257,0
SIN-00818,2025-11-01,2025-11-04,Cuenca,Vehículos,Robo total,PRO-0007 - Asistencia,19740.97,40,0.0,22.81,90.0,33.28,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0203,VEH-0086,221,144,3,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0007,ASE-0203,0.268,False,65334,0.30215462087121564,0
SIN-00928,2026-02-02,2026-02-02,Ambato,Vehículos,Robo parcial,PRO-0037 - Perito,842.41,34,0.0,55.61,90.0,33.26,Verde,Revision estandar con controles habituales,R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 ilegibles, 2 inconsistentes",ASE-0308,,155,210,0,2,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0037,ASE-0308,0.056,False,15810,0.053283364958886775,0
SIN-00276,2026-01-12,2026-01-12,Quito,Vehículos,Robo parcial,PRO-0011 - Taller,1756.48,40,0.0,22.19,90.0,33.22,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0049,VEH-0237,127,238,0,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0011,ASE-0049,0.156,False,37675,0.04662189781021898,0
SIN-00999,2025-11-10,2025-11-13,Quito,Vehículos,Daño,PRO-0006 - Clínica,7887.75,40,0.26,20.03,90.0,33.07,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0049,VEH-0237,64,301,3,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0006,ASE-0049,0.195,False,37675,0.20936297279362973,0
SIN-00001,2025-04-08,2025-04-11,Quito,Vehículos,Robo total,PRO-0006 - Clínica,1618.72,40,0.26,18.98,90.0,32.96,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00004 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0064,VEH-0236,56,309,3,0,SIN-00004,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0006,ASE-0064,0.195,False,8410,0.1924756242568371,0
SIN-00279,2025-10-18,2025-10-20,Loja,Vehículos,Daño,PRO-0077 - Taller,4701.83,40,0.0,19.53,90.0,32.95,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0218,VEH-0147,142,223,2,1,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0077,ASE-0218,0.257,False,26799,0.17544796447628644,0
SIN-00972,2025-04-08,2025-04-10,Cuenca,Vehículos,Robo total,PRO-0051 - Taller,3413.12,40,0.0,18.98,90.0,32.9,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0169,VEH-0021,85,280,2,1,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0051,ASE-0169,0.258,False,46367,0.07361097332154333,0
SIN-00801,2025-09-09,2025-09-15,Loja,Hogar,Incendio,PRO-0056 - Taller,13075.45,41,0.0,12.4,90.0,32.79,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El proveedor concentra reclamos o casos observados. Evento nocturno sin tercero identificado. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00011 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0247,,66,299,6,0,SIN-00011,1.0,Reclamo presentado dentro del plazo esperado con proveedor habitual.,PRO-0056,ASE-0247,0.1,False,38857,0.33650178860951696,0
SIN-00342,2025-12-07,2025-12-10,Manta,Vehículos,Choque,PRO-0059 - Asistencia,14948.89,40,0.0,17.91,90.0,32.79,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0291,VEH-0104,268,97,3,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0059,ASE-0291,0.067,False,49345,0.30294639781132837,0
SIN-00828,2026-06-20,2026-06-20,Quito,Vehículos,Robo parcial,PRO-0001 - Clínica,1787.22,40,0.0,17.07,90.0,32.71,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 33. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0257,VEH-0046,86,279,0,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0001,ASE-0257,0.224,False,16057,0.11130472691038176,0
SIN-00932,2026-02-26,2026-02-28,Quito,Generales,Pérdida,PRO-0077 - Taller,4866.07,41,0.0,7.47,90.0,32.3,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 32. El proveedor concentra reclamos o casos observados. Evento nocturno sin tercero identificado. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0097,,147,218,2,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0077,ASE-0097,0.257,False,27436,0.17736076687563784,0
SIN-00247,2026-01-18,2026-01-21,Guayaquil,Vehículos,Daño,PRO-0060 - Taller,4360.6,40,0.0,13.02,90.0,32.3,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 32. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0249,VEH-0165,269,96,3,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0060,ASE-0249,0.26,False,29187,0.14940213108575737,0
SIN-00333,2026-06-26,2026-06-27,Quito,Vehículos,Robo parcial,PRO-0050 - Taller,14088.98,40,0.0,12.52,90.0,32.25,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 32. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0118,VEH-0035,166,199,1,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0050,ASE-0118,0.203,False,43629,0.3229269522565266,0
SIN-00387,2025-08-03,2025-08-08,Loja,Generales,Responsabilidad civil,PRO-0024 - Clínica,14334.51,41,0.0,5.68,90.0,32.12,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 32. El proveedor concentra reclamos o casos observados. Evento nocturno sin tercero identificado. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0092,,171,194,5,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0024,ASE-0092,0.28,False,52052,0.2753882655805733,0
SIN-00834,2026-01-08,2026-01-09,Quito,Salud,Cirugía,PRO-0079 - Taller,24121.83,34,1.71,36.64,90.0,31.79,Verde,Revision estandar con controles habituales,R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 32. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 inconsistentes,ASE-0087,,196,169,1,1,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0079,ASE-0087,0.17,False,67091,0.35953898436451986,0
SIN-00315,2025-08-06,2025-08-10,Guayaquil,Vehículos,Choque,PRO-0017 - Taller,22745.39,35,1.76,30.56,90.0,31.75,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 32. El vehiculo aparece en multiples reclamos. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0341,VEH-0135,36,329,4,1,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0017,ASE-0341,0.239,False,70533,0.3224786979144514,0
SIN-00225,2025-11-25,2025-11-25,Manta,Vehículos,Robo parcial,PRO-0025 - Perito,5533.34,35,0.33,33.83,90.0,31.72,Verde,Revision estandar con controles habituales,R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 32. El vehiculo aparece en multiples reclamos. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0026,VEH-0028,37,328,0,0,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0025,ASE-0026,0.102,False,24521,0.22565719179478816,0
SIN-00689,2026-07-13,2026-07-16,Machala,Salud,Atención médica,PRO-0037 - Perito,533.84,34,0.0,39.22,90.0,31.62,Verde,Revision estandar con controles habituales,R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 32. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 inconsistentes,ASE-0315,,117,248,3,2,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0037,ASE-0315,0.056,False,8361,0.06384882191125464,0
SIN-00022,2026-01-07,2026-01-10,Machala,Hogar,Robo,PRO-0064 - Taller,23491.79,30,3.76,49.49,90.0,31.39,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 31. El proveedor concentra reclamos o casos observados. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0315,,99,266,3,2,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0064,ASE-0315,0.204,False,68881,0.34104891043974395,0
SIN-00164,2026-02-02,2026-02-03,Manta,Vehículos,Choque,PRO-0065 - Taller,4205.77,39,0.0,8.23,90.0,31.27,Verde,Revision estandar con controles habituales,R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 31. El proveedor concentra reclamos o casos observados. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00001 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0330,,107,258,1,0,SIN-00001,1.0,Evento ocurrido durante vigencia regular con respaldo documental.,PRO-0065,ASE-0330,0.257,False,18388,0.2287236241026757,0
SIN-00137,2025-11-19,2025-11-20,Loja,Vehículos,Choque,PRO-0008 - Taller,14254.89,34,0.92,32.29,90.0,31.16,Verde,Revision estandar con controles habituales,R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar,El caso queda en nivel Verde con score 31. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. Narrativa comparable con SIN-00006 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 inconsistentes,ASE-0031,,300,65,1,1,SIN-00006,1.0,Siniestro reportado con documentación completa para revisión estándar.,PRO-0008,ASE-0031,0.094,False,39038,0.365154208719709,0
